name,discount_price,price,description,discount %
"HP Envy 17-CW1023CL - 17.3"" Touchscreen - Core Ultra 7 155U - 32GB Ram - 1TB SSD - RTX 3050 4GB","$1,350.00","$1,480.00","Specifications: Processor: Intel® Core™ Ultra 7 155U (up to 4.8 GHz, 12 MB L3 cache, 12 cores, 14 threads).  Memory: 32 GB DDR5-5600 MHz RAM (2 x 16 GB).  Storage: 1 TB PCIe® NVMe™ M.2 SSD.  Display: 17.3"" diagonal, FHD (1920 x 1080), multitouch-enabled,...",-9%
"Lenovo V15 G4 IRU 83A1004SED - 15.6"" - Core I3-1315U - 8GB Ram - 256GB SSD - Intel UHD Graphics",$380.00,$420.00,"Specifications: Processor: Intel® Core™ i3-1315U, 6C (2P + 4E) / 8T, P-core 1.2 / 4.5GHz, E-core 0.9 / 3.3GHz, 10MB Memory: 8GB Soldered DDR4-3200.  Storage: 256GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Display: 15.6"" FHD (1920x1080) TN 250nits Anti-glare, 45% NTSC.  Graphics: Integrated Intel®...",-10%
"MSI Modern 15 B12MO-1000US - 15.6"" - Core I7-1255U - 16GB Ram - 512GB SSD - Intel Iris Xe",$650.00,$750.00,"Specifications: Processor: Intel® Core™ i7-1255U, 10C (2P + 8E) / 12T, P-core 1.7 / 4.7GHz, E-core 1.2 / 3.5GHz, 12MB.  Memory: 16GB DDR4 3200MHz RAM.  Storage: 512GB SSD NVMe. Display: 15.6"" FHD 60Hz 45% NTSC IPS-Level (1920x1080) 16:9.  Graphics: Intel Iris Xe Graphics.  Ports 1x Type-C...",-13%
"MSI Modern 15 B12MO-1001US - 15.6"" - Core I5-1235U - 16GB Ram - 512GB SSD - Intel Iris Xe",$550.00,$650.00,"Specifications: Processor: 12th Gen Intel Core i5-1235U Processor (2.40 GHz, up to 4.20 GHz, 12M Cache).  Memory: 16GB DDR4 3200MHz RAM.  Storage: 512GB SSD NVMe. Display: 15.6"" FHD 60Hz 45% NTSC IPS-Level (1920x1080) 16:9.  Graphics: Intel Iris Xe Graphics.  Ports 1x Type-C (USB3.2 Gen2 / DP)...",-15%
"Lenovo ThinkPad X1 2-In-1 G9 21KE002AUS - 14"" Touchscreen - Core Ultra 5 135U - 16GB Ram - 512GB SSD - Intel Graphics",$950.00,"$1,200.00","Specifications: Processor: Intel® Core™ Ultra 5 135U Processor with vPro® (E-cores up to 3.60 GHz P-cores up to 4.40 GHz with Turbo Boost, 12 Cores, 14 Threads, 12 MB Cache).  Memory: 16 GB LPDDR5X-6400MHz (Soldered).  Storage: 512 GB SSD M.2 2280 PCIe Gen4 Performance TLC Opal. ...",-21%
"Dell Inspiron 14 Plus - Copilot+ PC - 14"" Touchscreen - Qualcomm Snapdragon® X Plus - 16GB Ram - 512GB SSD - Qualcomm® Adreno™ GPU",$899.00,"$1,135.00","Specifications: Processor: Snapdragon® X Plus, X1P-64-100, 10 cores up to 3.4GHz, NPU integrated. Memory: 16 GB, LPDDR5x, 8448 MT/s, onboard.  Storage: 512 GB, M.2, PCIe NVMe, SSD.  Display: 14.0"" QHD+, 16:10, 2560x1600, 400 nits, sRGB100%, WVA, IPS, AG, 60Hz, in cell Touch, No CG,...",-21%
"Dell Latitude 7455 Copilot+ PC - 14"" Touchscreen - Qualcomm Snapdragon X Plus - 16GB Ram - 512GB SSD - Integrated Qualcomm Adreno Graphics",$899.00,"$1,130.00","Specifications: Processor: Snapdragon® X Plus X1P-64-100 (10 cores up to 3.4GHz, NPU up to 45 TOPS).   Memory: 16 GB, LPDDR5x, 8448 MT/s, onboard.  Storage: 512 GB, M.2 2230, TLC PCIe Gen 4 NVMe, SSD.  Display: 14.0"" QHD+ (2560x1600), IPS, AG Touch, ComfortView+, SLP,...",-20%
"Dell Latitude 7350 Detachable - 13.3"" Touchscreen - Core Ultra 7 164U - 32GB Ram - 256GB SSD - Intel Graphics",$850.00,"$1,050.00","Specifications: Processor: Intel® Core™ Ultra 7 164U (12 MB cache, 12 cores, 14 threads, up to 4.8 GHz Turbo).   Memory: 32GB LPDDR5x 6400 MT/s dual-channel (onboard).  Storage: 256 GB, M.2 2230, TLC PCIe Gen 4 NVMe, SSD.  Display: 13"", 3K 2880x1920, IPS, Touch,...",-19%
"Asus Vivobook Pro 15 Q543B-U94060 - 15.6"" - Core Ultra 9 185H - 24GB Ram - 2TB SSD - RTX 4060 8GB","$1,599.00","$1,700.00","Specifications: Processor: Intel® Core™ Ultra 9 Processor 185H 2.3 GHz (24MB Cache, up to 5.1 GHz, 16 cores, 22 Threads); Intel® AI Boost NPU Memory: 8GB DDR5 on board + 16GB DDR5 SO-DIMM Storage: 2TB M.2 NVMe™ PCIe® 4.0 SSD Display: 15.6-inch, 3K (2880 x...",-6%
"HP Envy 16-H1055- 16"" Touchscreen - Core I7-13700H - 32GB Ram - 2TB SSD - RTX 4060 8GB","$1,275.00","$1,450.00","Specifications: Processor: Intel® Core™ i7-13700H (up to 5.0 GHz, 24 MB L3 cache, 14 cores, 20 threads).  Memory: 32GB DDR5 Ram Storage: 2TB SSD Display: 16"" (2560x1600) TOUCHSCREEN 120Hz Graphics: NVIDIA RTX 4060 8GB Ports: 1 USB Type-A 10Gbps signaling rate; 1 USB Type-A...",-12%
"HP Pro X360 435 G10 - A47K8U8#ABA - 13.3"" Touchscreen - Ryzen 7 7730U - 32GB Ram - 1TB SSD - AMD Radeon Graphics",$770.00,$930.00,"Specifications Processor: AMD Ryzen™ 7 7730U (8C / 16T, 2.0 / 4.5GHz, 4MB L2 / 16MB L3).  Memory: 32GB DDR4-3200 PC4 SO-DIMM memory (2 DIMMs, Dual Channel). Storage: 1TB PCIe-4x4 NVMe TLC SSD. Display: 13.3"" diagonal BrightView UWVA FHD (1920x1080) Touchscreen, 250 nits, HD Webcam. Graphics:...",-17%
"HP Pro X360 435 G10 - A33TXU8#ABA - 13.3"" Touchscreen - Ryzen 7 7730U - 32GB Ram - 512GB SSD - AMD Radeon Graphics",$720.00,$900.00,"Specifications Processor: AMD Ryzen™ 7 7730U (8C / 16T, 2.0 / 4.5GHz, 4MB L2 / 16MB L3).  Memory: 32 GB DDR4-3200 PC4 SO-DIMM memory (2 DIMMs, Dual Channel). Storage: 512 GB PCIe-4x4 NVMe TLC SSD. Display: 13.3"" diagonal BrightView UWVA FHD (1920x1080) Touchscreen, 250 nits, HD...",-20%
"Lenovo IdeaPad Slim 5 83FW0001US - 16"" Touchscreen - Core™ 7 150U - 16GB Ram - 1TB SSD - Intel® Graphics",$660.00,$800.00,"Specifications: Processor: Intel® Core™ 7 150U, 10C (2P + 8E) / 12T, P-core 1.8 / 5.4GHz, E-core 1.2 / 4.0GHz, 12MB.  Memory: 16GB Soldered LPDDR5x-5200.   Storage: 1TB SSD M.2 2242 PCIe® 4.0x4 NVMe.  Display: 16"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC, 60Hz,...",-18%
"Lenovo IdeaPad 5 2-In-1 83DR000GUS - 14"" Touchscreen - AMD Ryzen™ 7 8845HS - 16GB Ram - 1TB SSD - Integrated AMD Radeon™ 780M Graphics",$699.00,$730.00,"Specifications: Processor:  AMD Ryzen™ 7 8845HS (8C / 16T, 3.8 / 5.1GHz, 8MB L2 / 16MB L3).  Memory: 16GB Soldered LPDDR5x-6400.  Storage: 1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®.  Display: 14"" WUXGA (1920x1200) IPS 300nits Glossy, 45% NTSC, 60Hz, TÜV Low Blue Light, Glass,...",-4%
"HP Pavilion X360 2-In-1 Laptop 14t-Ek200 - 14"" Touchscreen - Core 7 150U - 16GB Ram - 1TB SSD - Intel Graphics - Includes Digital Pen",$920.00,"$1,000.00","Specifications: Processor: Intel® Core™ 7 150U (up to 5.4 GHz, 12 MB L3 cache, 10 cores, 12 threads) .  Memory: 16 GB(Onboard).  Storage: 1 TB PCIe® NVMe™ M.2 SSD.  Display: 14"" diagonal, FHD (1920 x 1080), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, 300 nits, low...",-8%
"Hp Envy X360 14-ES1013DX - 14"" Touchscreen - Core 5-120U - 8GB Ram - 512GB SSD - Intel Graphics",$650.00,$900.00,"Specifications Processor: Intel® Core™ 5 processor 120U (12M Cache, up to 5.00 GHz).  Memory: 8GB DDR4 3200MHz RAM. Storage: 512GB SSD.  Display: 14"" (1920 x 1080) FHD, IPS-Level Panel, Touchscreen Display. Graphics: Intel Graphics. Ports: 1x USB 3.1 Gen 2 Type-C support Power Delivery / DisplayPort / Power-off Charging / 10Gbps,...",-28%
"HP EliteBook 640 G10 Notebook PC (8A602EA) - 14"" - Core I7-1355U - 16GB Ram - 1TB SSD - Intel Iris Xe",$900.00,"$1,000.00","Specifications: Processor: Intel® Core™ i7-1355U (up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads).   Memory: 16 GB DDR4-3200 MT/s (2 x 8 GB). Storage: 1 TB PCIe® NVMe™ TLC SSD.  Display: 14"" diagonal, FHD (1920 x...",-10%
"HP Pavilion 16-Af0945nr - 16"" - Core Ultra 7 155U - 16GB Ram - 512GB SSD - Intel Graphics",$850.00,"$1,000.00","Specifications: Processor: Intel® Core™ Ultra 7 155U (up to 4.8 GHz, 12 MB L3 cache, 12 cores, 14 threads). Memory: 16GB DDR5 RAM.  Storage: 512 GB PCIe® NVMe™ M.2 SSD Display: 16"" diagonal, WUXGA (1920 x 1200), IPS, micro-edge, anti-glare, 300 nits Graphics: Intel Graphics.  Ports: ...",-15%
"HP Envy X360 14-FA0013DX - 14"" Touchscreen - Ryzen 5 8640HS - 16GB Ram - 512GB SSD - AMD Radeon Graphics",$650.00,$750.00,"Specifications: Processor: AMD Ryzen™ 5 8640HS (6C / 12T, 3.5 / 4.9GHz, 6MB L2 / 16MB L3).  Memory: 16 GB LPDDR5-6400 MHz RAM (onboard).   Storage: 512 GB PCIe® Gen4 NVMe™ M.2 SSD.  Display: 14-inch diagonal, WUXGA (1920 x 1200), multitouch-enabled, IPS, edge-to-edge glass, micro-edge,...",-13%
"Lenovo ThinkBook 16 G7 IML 21MS0028GQ - 16"" - Core Ultra 5 125U - 8GB Ram - 512GB SSD - Intel Graphics",$675.00,$800.00,"Specifications: Processor: Intel® Core™ Ultra 5 125U, 12C (2P + 8E + 2LPE) / 14T, Max Turbo up to 4.3GHz, 12MB.  Memory: 1x 8GB SO-DIMM DDR5-5600 Storage: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Display: 16"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC, 60Hz. Graphics:...",-16%
"Lenovo ThinkBook 13x G4 - 13.5"" Touchscreen - Core Ultra 9 185H - 32GB Ram - 1TB SSD - Intel Arc Graphics","$1,499.00","$1,850.00","Specifications: Processor: Intel® Core™ Ultra 9 185H, 16C (6P + 8E + 2LPE) / 22T, Max Turbo up to 5.1GHz, 24MB Memory: 32GB Soldered LPDDR5x-8400.  Storage: 1TB SSD M.2 2242 PCIe® 4.0x4 NVMe.  Display: 13.5"" 2.8K (2880x1920) IPS 500nits Anti-glare, 100% sRGB, 120Hz, DisplayHDR™...",-19%
"Lenovo ThinkBook 16 G6 21KH006SUS - 16"" Touchscreen - Core I7-1355U - 16GB Ram - 512GB SSD - Intel Iris Xe",$690.00,$800.00,"Specifications: Processor: Intel® Core™ i7-1355U, 10C (2P + 8E) / 12T, P-core 1.7 / 5.0GHz, E-core 1.2 / 3.7GHz, 12MB.  Memory: 2x 8GB SO-DIMM DDR5-5200.  Storage: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe.  Display: 16"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC, Touch.  Graphics:...",-14%
"Lenovo IdeaPad 5 2-IN-1 - 83GH0009US - 14"" Touchscreen - Snapdragon® X Plus - 16GB Ram - 1TB SSD - Qualcomm Adreno GPU",$850.00,"$1,100.00","Specifications: Processor: Snapdragon® X Plus X1P-42-100, 8C, Max Turbo up to 3.4GHz (single-core) / 3.2GHz (8-core), 30MB.  Memory: 16GB Soldered LPDDR5x-8448.  Storage: 1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®.  Display: 14"" WUXGA (1920x1200) OLED 400nits Glossy, 100% DCI-P3, TÜV Low Blue Light, Glass, Touch. ...",-23%
"Lenovo ThinkBook 14 G7 IML 21MR005SUS - 14"" Touchscreen - Core Ultra 7 155U - 16GB Ram - 512GB SSD - Intel Graphics",$800.00,$900.00,"Specifications: Processor: Intel® Core™ Ultra 7 155U, 12C (2P + 8E + 2LPE) / 14T, Max Turbo up to 4.8GHz, 12MB. Memory: 1x 16GB SO-DIMM DDR5-5600.   Storage: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe.     Display: 14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45%...",-11%
"MSI Summit 13 AI+ Evo A2VMTG - 13.3"" Touchscreen - Copilot+ PC - Core Ultra 7 258V - 32GB Ram - 1TB SSD - Intel Arc Graphics - Includes MSI Topload Bag","$1,640.00","$1,700.00","Specifications: Processor: Intel® Core™ Ultra 7 - 258V 2.2- 4.8 GHz.  Memory: 32GB LPDDR5x-8533MHz.  Storage: 1TB NVMe SSD.  Display: 13.3” 16:10 FHD+, Touchscreen, IPS-Level panel, Support MSI Pen2.  Graphics: Intel Arc Graphics Ports: 1x Type-A USB3.2 Gen1 1x HDMI™ 2.1 (8K @ 60Hz / 4K @...",-4%
"MSI Modern 15 H AI C1MG - 15.6"" - Core Ultra 7 155H - 16GB Ram - 1TB SSD - Intel Arc Graphics - Includes MSI Topload Bag",$895.00,$950.00,"Specifications: Processor: Intel® Core™ Ultra 7 Processor 155H (24M Cache, up to 4.80 GHz)with Intel® AI Boost (NPU).  Memory: 8 GBx2 DDR5 Onboard Dual Channel RAM Storage: 1TB NVMe PCIe Gen4x4 SSD.  Display: 15.6"" FHD (1920x1080), IPS-Level, 60Hz.  Graphics: Intel Arc Graphics.  Ports 3x Type-A USB3.2 Gen1 1x Micro...",-6%
"MSI Modern 15 H AI C1MG - 15.6"" - Core Ultra 5 125H - 16GB Ram - 512GB SSD - Intel Arc Graphics - Includes MSI Topload Bag",$775.00,$850.00,"Specifications: Processor: 1st Generation Intel Core Ultra 5 125H Up To 4.5GHz. with Intel® AI Boost (NPU) Memory: 8 GBx2 DDR5 Onboard Dual Channel RAM Storage: 512GB NVMe PCIe Gen4x4 SSD.  Display: 15.6"" FHD (1920x1080), IPS-Level, 60Hz.  Graphics: Intel Arc Graphics.  Ports 3x Type-A USB3.2...",-9%
"MSI Modern 14 H D13MG - 14"" - Core I7-13620H - 16GB Ram - 1TB SSD - Intel Iris Xe - Includes MSI Topload Bag",$825.00,$880.00,"Specifications: Processor: 13th Gen Intel® Core™ i7-13620H processor. 10 cores (6 P-cores + 4 E-cores), Max Turbo Frequency 4.9 GHz Memory: 8GB*2, DDR4-3200, SO-DIMM.   Storage: 1TB*1 NVMe SSD PCIe Gen4. Display: 14"" 16:10 FHD+(1920x1200), IPS-Level.  Graphics: Intel Iris Xe Graphics.  Ports 1x Type-C (USB /...",-6%
"MSI Modern 15 H B13M - 15.6"" - Core I3-1315U - 16GB Ram - 512GB SSD - Intel Iris Xe - Includes MSI Topload Bag",$510.00,$600.00,"Specifications: Processor: Intel® Core™ i3-1315U Processor (10M Cache, up to 4.50 GHz, with IPU).  Memory: 16GB Ram  Storage: 512GB NVMe PCIe Gen3x4 SSD.  Display: 15.6"" FHD(1920*1080) 60Hz, 45%NTSC IPS-Level.  Graphics: Intel Iris Xe Graphics.  Ports 1x Type-C (USB3.2 Gen2 / DP) with PD charging 1x Type-A USB3.2 Gen2...",-15%
"Lenovo IdeaPad Flex 5 82R8X026US - 16"" Touchscreen - Core I7-1255U - 8GB Ram - 512GB SSD - Intel Iris Xe",$615.00,$850.00,"Specifications: Processor: 12th Generation Intel® Core™ i7-1255U Processor (E-Core Max 3.50 GHz, P-Core Max 4.70 GHz with Turbo Boost, 10 Cores, 12 Threads, 12 MB Cache).  Memory: 8GB LPDDR4x.   Storage: 512GB M.2 PCIe SSD.  Display:  16"" WUXGA (1920 x 1200) IPS, glossy, touchscreen, 16:10, 300...",-28%
"Lenovo ThinkPad P14S G5 21G20029US - 14.5"" - Core Ultra 7 155H - 16GB Ram - 512GB SSD - RTX 500 Ada 4GB","$1,650.00","$2,000.00","Specifications: Processor: Intel® Core™ Ultra 7 155H Processor (E-Core Max 3.80 GHz, P-Core Max 4.80 GHz with Turbo Boost, 16 Cores, 22 Threads, 24 MB Cache) Memory: 16 GB DDR5-5600MHz (SODIMM).  Storage: 512 GB SSD M.2 2280 PCIe Gen4 Performance TLC Opal.  Display: 14.5"" WUXGA...",-18%
"ASUS Zenbook S 16 (UM5606) Copilot+ PC - 16"" Touchscreen - Ryzen AI 9 365 - 24GB Ram - 1TB SSD - AMD Radeon 880M","$1,550.00","$1,800.00","Specifications: Processor: AMD Ryzen™ AI 9 365 Processor 2.0GHz (34MB Cache, up to 5.0GHz, 10 cores, 20 Threads); AMD XDNA™ NPU up to 50TOPS.  Memory: 24GB LPDDR5X Ram.  Storage: 1TB M.2 NVMe™ PCIe® 4.0 SSD.  Display: 16"" 3K (2880 x 1800) OLED 16:10 aspect...",-14%
"Lenovo Slim 7 PRO X 82V2X008US - 14.5"" Touchscreen - Ryzen 9 6900HS - 32GB Ram - 1TB SSD - RTX 3050 4GB","$1,030.00","$1,200.00","Specifications: Processor: AMD Ryzen 9 6900HS.  Memory: 32GB RAM.  Storage: 1TB SSD.  Display: 14.5"" (3072x1920) 120Hz touchscreen. Graphics: Nvidia RTX 3050 4GB.  Ports: 2 x USB 3.2** Gen 1.  USB-C (Thunderbolt + DP + Power Delivery 3.0).  USB-C (Power Delivery 3.0), for DC-in.  SD card...",-14%
"Lenovo ThinkPad X1 Carbon Gen 11 21HM000SUS - 14"" Touchscreen - Core I7-1365U - 32GB Ram - 512GB SSD - Intel Iris Xe","$1,200.00","$1,700.00","Specifications:  Processor: Intel® Core™ i7-1365U, 10C (2P + 8E) / 12T, P-core 1.8 / 5.2GHz, E-core 1.3 / 3.9GHz, 12MB.  Memory: 32GB Soldered LPDDR5-6000.  Storage: 512GB SSD  Display: 14"" WUXGA (1920x1200) IPS 400nits Anti-glare, 100% sRGB, Low Power, Touch.  Graphics: Integrated Intel® Iris® Xe...",-29%
"HP ProBook 460 G11 - A22ZZEA - 16"" - Core Ultra 5 125U - 8GB Ram - 512GB SSD - Intel Integrated Graphics",$800.00,$900.00,"Specifications: Processor: Intel® Core™ Ultra 5 125U (up to 4.3 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 12 cores, 14 threads). Memory: 8 GB DDR5-5600 MHz RAM (1 x 8 GB).   Storage: 512 GB PCIe NVMe SSD.  Display: 16"" diagonal, WUXGA...",-11%
"HP ProBook 450 G10 85C38EA - 15.6"" Touchscreen - Core I7-1355U - 16GB Ram - 512GB SSD - RTX 2050 4GB",$930.00,"$1,050.00","Specifications: Processor: Intel® Core™ i7-1355U (up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads). Memory: 16 GB DDR4 3200 DIMM.  Storage: 512 GB PCIe® NVMe™ SSD.  Display:   15.6"" diagonal, FHD (1920 x 1080), touch, IPS, narrow...",-11%
"HP 250 G10 85C50EA - 15.6"" - Core I5-1334U - 8GB Ram - 512GB SSD - Intel UHD Graphics",$555.00,$610.00,"Specifications: Processor: Intel® Core™ i5-1334U (up to 4.6 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads).  Memory: 8 GB DDR4-3200 MT/s (1 x 8 GB).  Storage: 512 GB PCIe® NVMe™ SSD.  Display: 15.6"" diagonal, FHD (1920 x 1080), IPS,...",-9%
"Dell Inspiron 16 7640 - 2 In 1 Laptop - 16"" Touchscreen - Core Ultra 7 155H - 16GB Ram - 1TB SSD - Intel Arc Graphics","$1,000.00","$1,100.00","Specifications: Processor: Intel® Core™ Ultra 7 155H (24 MB cache, 16 cores, 22 threads, up to 4.80 GHz Turbo).  Memory: 16GB, 2x8GB, LPDDR5X, 6400MT/s onboard.  Storage: 1 TB, M.2, PCIe NVMe, SSD.   Display: 16"", FHD+ 1920x1200, 60Hz, WVA, IPS, Touch, 300 nit, ComfortView...",-9%
"Microsoft Surface Laptop 6 ZLT-00001 - 15"" Touchscreen - Core Ultra 7 165U - 32GB Ram - 512GB SSD - Intel Arc Graphics","$2,200.00","$2,300.00","Specifications: Processor: Intel Core™ Ultra 7 processor 165H.   NPU: Intel AI Boost.  Memory: 32GB LPDDR5x RAM.  Storage: 512GB Removable solid-state drive (Gen 4 SSD).  Display: Touchscreen: 15 inch PixelSense™ Display, Resolution: 2496 x 1664 (201 PPI), Aspect ratio: 3:2, Contrast ratio 1300:1, Color profile: sRGB, and Enhanced, Individually color-calibrated display, Adaptive...",-4%
"Lenovo ThinkPad T14 Gen 5 21ML005AUS - 14"" - Core Ultra 7 155U - 32GB Ram - 1TB SSD - Intel UHD Graphics","$1,475.00","$1,800.00","Specifications: Processor: Intel® Core™ Ultra 7 155U Processor (E-Core Max 3.80 GHz, P-Core Max 4.80 GHz with Turbo Boost, 12 Cores, 14 Threads, 12 MB Cache).  Memory: 32 GB DDR5-5600MHz (SODIMM) - (2 x 16 GB).   Storage: 1 TB SSD M.2 2280 PCIe Gen4...",-18%
"Lenovo IdeaPad Flex 5 82R700L4US - 14"" Touchscreen - Core I3-1215U - 8GB Ram - 256GB SSD - Intel UHD Graphics",$449.00,$570.00,"Specifications: Processor: Intel® Core™ i3-1215U, 6C (2P + 4E) / 8T, P-core 1.2 / 4.4GHz, E-core 0.9 / 3.3GHz, 10MB.  Memory: 8GB Soldered LPDDR4x-4266.  Storage: 256GB SSD M.2 2242 PCIe® 4.0x4 NVMe®.  Display:  14"" WUXGA (1920x1200) IPS 300nits Glossy, 45% NTSC, 60Hz, TÜV Low...",-21%
"HP Laptop 15-Fd0371nia - 15.6"" -  Core I7-1355U - 8GB Ram - 512GB SSD - MX570 2GB",$699.00,$800.00,"Specifications: Processor: Intel® Core™ i7-1355U (up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads).  Memory: 8 GB DDR4-3200 MHz RAM (1 x 8 GB).  Storage: 512 GB PCIe® NVMe™ M.2 SSD.  Display: 39.6 cm (15.6"") diagonal, FHD...",-13%
